6.0.0.0,6.16.193.255,US
6.16.194.0,6.16.195.255,LS
6.16.196.0,6.16.197.255,US
6.16.198.0,6.16.201.255,LS
6.16.202.0,6.64.3.255,US
6.64.4.0,6.64.4.255,DE
6.64.5.0,8.0.15.255,US
