196.0.0.0,196.0.255.255,UG
196.1.0.0,196.1.0.255,MU
196.1.1.0,196.1.1.255,IN
196.1.2.0,196.1.2.255,PR
196.1.3.0,196.1.3.255,SA
196.1.4.0,196.1.4.255,KE
196.1.5.0,196.1.5.255,RU
196.1.6.0,196.1.6.255,SA
196.1.7.0,196.1.7.255,MU
196.1.8.0,196.1.13.255,FR
196.1.14.0,196.1.14.255,ZA
196.1.15.0,196.1.15.255,AO
196.1.16.0,196.1.17.255,ZA
196.1.18.0,196.1.20.255,FR
196.1.21.0,196.1.21.255,ZA
196.1.22.0,196.1.25.255,FR
196.1.26.0,196.1.27.255,MU
196.1.28.0,196.1.31.255,NA
196.1.32.0,196.1.32.255,GB
196.1.33.0,196.1.39.255,FR
196.1.40.0,196.1.40.255,ZA
196.1.41.0,196.1.51.255,FR
196.1.52.0,196.1.55.255,TZ
196.1.56.0,196.1.63.255,ZA
196.1.64.0,196.1.67.255,SA
196.1.68.0,196.1.68.255,IN
196.1.69.0,196.1.70.255,KW
196.1.71.0,196.1.71.255,ZA
196.1.72.0,196.1.73.255,US
196.1.74.0,196.1.74.255,FR
196.1.75.0,196.1.79.255,ZA
196.1.80.0,196.1.85.255,FR
196.1.86.0,196.1.91.255,ZA
196.1.92.0,196.1.100.255,SN
196.1.101.0,196.1.102.255,ZA
196.1.103.0,196.1.103.255,GB
196.1.104.0,196.1.106.255,IN
196.1.107.0,196.1.107.255,BM
196.1.108.0,196.1.108.255,MU
196.1.109.0,196.1.111.255,IN
196.1.112.0,196.1.112.255,CU
196.1.113.0,196.1.114.255,IN
196.1.115.0,196.1.115.255,ZA
196.1.116.0,196.1.117.255,KE
196.1.118.0,196.1.118.255,GH
196.1.119.0,196.1.119.255,CI
196.1.120.0,196.1.127.255,SC
196.1.128.0,196.1.130.255,ZA
196.1.131.0,196.1.132.255,KE
196.1.133.0,196.1.133.255,NG
196.1.134.0,196.1.134.255,IN
196.1.135.0,196.1.135.255,CU
196.1.136.0,196.1.136.255,JM
